Latitude,Longitude,Elevation (m),Time,Strecke Delta (km),Distanz (km),Aufstieg (m)
53.607710,10.071840,22.340000,,0.087181,7.827952,0.520000
53.608070,10.072190,22.860000,,0.046283,7.874234,0.520000
53.608695,10.072660,23.370000,,0.076200,7.950435,0.510000
53.609320,10.073130,23.680000,,0.076200,8.026635,0.310000
53.609510,10.073210,23.680000,,0.021799,8.048435,0.000000
53.609880,10.073440,23.730000,,0.043904,8.092339,0.050000
53.610110,10.073560,23.700000,,0.026802,8.119141,0.000000
53.610645,10.073765,23.310000,,0.061071,8.180212,0.000000
53.611180,10.073970,22.490000,,0.061071,8.241282,0.000000
53.611510,10.074170,22.390000,,0.039041,8.280323,0.000000
53.612070,10.074615,21.930000,,0.068935,8.349258,0.000000
53.612630,10.075060,21.600000,,0.068935,8.418193,0.000000
53.613440,10.075590,21.230000,,0.096735,8.514928,0.000000
53.614250,10.076120,21.560000,,0.096735,8.611662,0.330000
53.614660,10.076230,21.810000,,0.046209,8.657871,0.250000
53.615360,10.076370,21.970000,,0.078457,8.736329,0.160000
53.615920,10.076660,22.290000,,0.065215,8.801543,0.320000
53.616280,10.076930,22.590000,,0.043871,8.845414,0.300000
53.616630,10.077260,22.910000,,0.044658,8.890072,0.320000
53.616960,10.077600,23.030000,,0.043072,8.933145,0.120000
53.617400,10.078180,23.110000,,0.062220,8.995365,0.080000
53.617740,10.078590,23.220000,,0.046563,9.041928,0.110000
53.617890,10.078840,23.220000,,0.023503,9.065431,0.000000
53.618110,10.079130,23.290000,,0.031110,9.096541,0.070000
53.618465,10.079685,23.600000,,0.053944,9.150485,0.310000
53.618820,10.080240,24.210000,,0.053944,9.204428,0.610000
53.619120,10.080630,24.490000,,0.042200,9.246629,0.280000
53.619450,10.080950,24.630000,,0.042395,9.289024,0.140000
53.619660,10.081070,24.630000,,0.024685,9.313709,0.000000
53.620150,10.081530,24.750000,,0.062456,9.376164,0.120000
53.620640,10.081990,25.110000,,0.062456,9.438620,0.360000
53.621303,10.082545,25.530000,,0.082374,9.520994,0.420000
53.621965,10.083100,26.180000,,0.082374,9.603368,0.650000
53.622628,10.083655,26.410000,,0.082374,9.685741,0.230000
53.623290,10.084210,26.750000,,0.082374,9.768115,0.340000
53.623540,10.084400,26.790000,,0.030533,9.798648,0.040000
53.623770,10.084530,26.780000,,0.027005,9.825653,0.000000
53.624390,10.084780,27.210000,,0.070960,9.896613,0.430000
53.625130,10.085000,28.330000,,0.083637,9.980250,1.120000
53.625280,10.085110,29.110000,,0.018212,9.998462,0.780000
53.625430,10.085150,29.650000,,0.016903,10.015365,0.540000
53.625530,10.085120,29.650000,,0.011305,10.026670,0.000000
53.626100,10.085245,31.440000,,0.063977,10.090647,1.790000
53.626670,10.085370,32.830000,,0.063977,10.154624,1.390000
53.626820,10.085510,32.990000,,0.019092,10.173716,0.160000
